jira_key,dev_start_ts,review_start_ts,review_end_ts,testing_end_ts,dev_duration_hours,review_duration_hours,testing_duration_hours,exception_reason
BOOKKEEPER-875,2015-09-23T06:51:41Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-876,2015-10-11T15:44:29Z,,,2016-10-19T03:31:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-877,2015-11-04T09:38:30Z,,,2016-01-22T05:21:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-878,2015-11-05T18:55:19Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-879,2015-11-09T11:32:41Z,2015-11-25T16:16:39Z,2016-02-23T18:16:57Z,2016-02-23T18:17:16Z,388.7328,2162.0050,0.0053,
BOOKKEEPER-880,2015-11-11T08:56:52Z,2016-04-08T07:01:39Z,2016-04-08T17:43:33Z,2016-04-08T17:44:35Z,3574.0797,10.6983,0.0172,
BOOKKEEPER-881,2015-11-12T07:59:35Z,2016-06-08T22:26:27Z,2016-06-08T23:05:01Z,2016-06-08T23:08:51Z,5030.4478,0.6428,0.0639,
BOOKKEEPER-882,2015-11-16T17:35:18Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-883,2015-11-25T23:29:29Z,2016-02-04T19:27:10Z,2016-02-09T07:12:32Z,2016-02-09T07:16:14Z,1699.9614,107.7561,0.0617,
BOOKKEEPER-884,2016-01-12T15:28:13Z,,,2016-01-12T19:03:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-885,2016-01-13T10:21:18Z,2016-01-13T10:26:38Z,2016-01-24T17:40:44Z,2016-01-24T17:45:42Z,0.0889,271.2350,0.0828,
BOOKKEEPER-886,2016-02-01T08:30:07Z,2016-02-01T08:32:19Z,2016-07-25T22:23:01Z,2016-02-09T07:32:51Z,0.0367,4213.8450,,negative_testing_duration
BOOKKEEPER-887,2016-02-01T08:40:56Z,,,2017-05-15T21:22:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-888,2016-02-01T09:03:58Z,2016-02-01T09:10:18Z,2016-02-09T07:30:41Z,2016-02-09T07:31:17Z,0.1056,190.3397,0.0100,
BOOKKEEPER-889,2016-02-03T02:12:04Z,2016-02-04T19:35:39Z,2016-03-08T06:07:05Z,2016-03-08T06:07:13Z,41.3931,778.5239,0.0022,
BOOKKEEPER-890,2016-02-03T19:59:11Z,2016-02-03T20:03:35Z,2016-02-09T07:23:48Z,2016-02-09T07:24:44Z,0.0733,131.3369,0.0156,
BOOKKEEPER-891,2016-02-05T16:42:51Z,2016-02-05T16:47:13Z,2016-02-09T07:40:08Z,2016-02-09T07:41:28Z,0.0728,86.8819,0.0222,
BOOKKEEPER-892,2016-02-08T03:02:08Z,2016-02-08T05:26:07Z,2016-02-09T07:28:22Z,2016-02-09T07:29:39Z,2.3997,26.0375,0.0214,
BOOKKEEPER-893,2016-02-08T06:03:15Z,2016-02-08T06:53:07Z,2016-02-09T07:37:15Z,2016-02-09T07:37:51Z,0.8311,24.7356,0.0100,
BOOKKEEPER-894,2016-02-09T17:19:59Z,2016-03-09T05:46:43Z,2016-03-16T04:03:52Z,2016-03-16T04:04:06Z,684.4456,166.2858,0.0039,
BOOKKEEPER-895,2016-02-11T05:07:22Z,2016-03-09T08:28:37Z,2016-04-27T07:55:38Z,2016-04-27T07:55:48Z,651.3542,1175.4503,0.0028,
BOOKKEEPER-896,2016-02-19T09:27:29Z,2016-03-04T14:26:02Z,2016-04-05T16:47:48Z,2016-05-25T06:51:55Z,340.9758,770.3628,1190.0686,
BOOKKEEPER-897,2016-02-23T18:56:41Z,2016-02-23T19:30:59Z,2016-02-23T23:34:56Z,2016-02-23T23:39:23Z,0.5717,4.0658,0.0742,
BOOKKEEPER-898,2016-02-28T19:04:48Z,2016-03-02T02:23:28Z,2016-03-08T06:18:28Z,2016-03-08T06:19:06Z,55.3111,147.9167,0.0106,
BOOKKEEPER-899,2016-02-28T19:16:33Z,2016-02-29T18:39:13Z,2016-03-08T06:14:24Z,2016-03-08T06:14:36Z,23.3778,179.5864,0.0033,
BOOKKEEPER-900,2016-02-29T03:46:12Z,2016-02-29T18:27:10Z,2016-03-08T06:16:16Z,2016-03-08T06:16:25Z,14.6828,179.8183,0.0025,
BOOKKEEPER-901,2016-03-08T19:59:05Z,2016-03-08T22:54:08Z,2016-04-05T06:46:13Z,2016-04-05T06:46:23Z,2.9175,655.8681,0.0028,
BOOKKEEPER-902,2016-03-08T20:46:18Z,2016-03-08T21:20:42Z,2016-03-14T05:39:31Z,2016-03-14T19:12:42Z,0.5733,128.3136,13.5531,
BOOKKEEPER-903,2016-03-09T20:18:44Z,2016-10-19T18:29:56Z,2016-11-09T02:06:13Z,2016-11-09T02:07:15Z,5374.1867,487.6047,0.0172,
BOOKKEEPER-904,2016-03-14T16:33:05Z,2016-04-06T11:30:39Z,2016-04-06T16:38:33Z,2016-04-06T16:39:16Z,546.9594,5.1317,0.0119,
BOOKKEEPER-905,2016-03-15T01:31:24Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-906,2016-03-15T12:56:37Z,,,2016-12-15T14:39:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-907,2016-03-16T23:20:51Z,2016-12-28T23:22:49Z,2017-01-30T20:31:24Z,2017-01-30T20:31:24Z,6888.0328,789.1431,0.0000,
BOOKKEEPER-908,2016-03-29T17:07:13Z,2016-05-16T17:27:13Z,2016-07-11T20:53:42Z,2016-07-11T20:53:46Z,1152.3333,1347.4414,0.0011,
BOOKKEEPER-909,2016-03-31T20:28:05Z,,,2016-03-31T20:56:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-910,2016-04-01T17:31:16Z,,,2016-04-11T20:39:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-911,2016-04-02T17:38:29Z,2016-04-05T07:51:38Z,2016-04-27T07:01:30Z,2016-04-27T07:01:22Z,62.2192,527.1644,,negative_testing_duration
BOOKKEEPER-912,2016-04-05T15:23:17Z,2016-10-31T08:53:49Z,2016-11-17T23:44:22Z,2016-11-17T23:44:18Z,5009.5089,422.8425,,negative_testing_duration
BOOKKEEPER-913,2016-04-05T16:02:32Z,2016-04-06T17:03:56Z,2016-04-10T03:20:19Z,2016-04-10T03:20:42Z,25.0233,82.2731,0.0064,
BOOKKEEPER-914,2016-04-06T18:38:15Z,2016-04-07T18:55:38Z,2016-04-07T19:55:31Z,2016-04-07T19:56:08Z,24.2897,0.9981,0.0103,
BOOKKEEPER-915,2016-04-07T04:46:28Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-916,2016-04-07T06:10:52Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-917,2016-04-07T09:23:06Z,2016-04-09T21:22:39Z,2016-04-10T03:59:22Z,2016-04-10T04:00:35Z,59.9925,6.6119,0.0203,
BOOKKEEPER-918,2016-04-07T14:22:28Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-919,2016-04-07T20:00:40Z,2016-04-13T22:17:02Z,2016-04-27T07:31:06Z,2016-04-27T07:31:53Z,146.2728,321.2344,0.0131,
BOOKKEEPER-920,2016-04-11T18:55:15Z,2016-04-13T06:12:13Z,2016-04-27T07:07:25Z,2016-04-27T07:07:40Z,35.2828,336.9200,0.0042,
BOOKKEEPER-921,2016-04-11T20:37:02Z,,,2016-04-27T08:06:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-922,2016-04-13T01:11:24Z,2016-06-06T22:58:35Z,2016-07-11T21:01:48Z,2016-07-11T21:01:46Z,1317.7864,838.0536,,negative_testing_duration
BOOKKEEPER-923,2016-04-19T15:27:13Z,,,2017-04-26T10:27:29Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-924,2016-04-22T16:40:50Z,2016-04-22T21:15:55Z,2016-10-16T15:09:33Z,2016-10-13T07:27:38Z,4.5847,4241.8939,,negative_testing_duration
BOOKKEEPER-925,2016-04-27T16:04:18Z,2016-04-27T17:00:44Z,2016-04-29T03:05:53Z,2016-04-30T00:14:22Z,0.9406,34.0858,21.1414,
BOOKKEEPER-926,2016-04-30T21:58:42Z,2016-04-30T22:04:44Z,2016-05-04T13:56:15Z,2016-05-04T13:56:41Z,0.1006,87.8586,0.0072,
BOOKKEEPER-927,2016-05-15T22:39:03Z,2016-05-17T01:56:21Z,2016-07-25T22:23:01Z,2017-05-24T07:00:31Z,27.2883,1676.4444,7256.6250,
BOOKKEEPER-928,2016-05-24T07:17:39Z,,,2017-04-26T10:27:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-929,2016-05-30T23:04:43Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-930,2016-06-10T13:45:27Z,2016-06-17T13:22:18Z,2016-09-10T18:28:07Z,2016-09-10T18:28:15Z,167.6142,2045.0969,0.0022,
BOOKKEEPER-931,2016-06-14T07:32:35Z,,,2016-06-14T07:46:27Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-932,2016-06-16T22:57:57Z,2016-06-16T23:23:38Z,2016-07-11T21:06:52Z,2016-07-11T21:06:52Z,0.4281,597.7206,0.0000,
BOOKKEEPER-933,2016-06-17T15:06:00Z,2016-06-22T07:39:29Z,2016-07-31T05:53:47Z,2016-07-31T05:53:52Z,112.5581,934.2383,0.0014,
BOOKKEEPER-934,2016-06-19T22:54:16Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-935,2016-06-21T10:55:44Z,2017-07-28T04:27:21Z,2017-07-28T18:12:47Z,2017-07-28T18:13:05Z,9641.5269,13.7572,0.0050,
BOOKKEEPER-936,2016-06-23T06:38:04Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-937,2016-06-27T18:30:37Z,2016-06-28T18:52:33Z,2016-08-16T17:42:31Z,2016-08-16T17:44:34Z,24.3656,1174.8328,0.0342,
BOOKKEEPER-938,2016-07-08T20:25:54Z,2016-07-08T23:09:51Z,2016-08-01T06:04:25Z,2016-08-01T06:04:30Z,2.7325,558.9094,0.0014,
BOOKKEEPER-939,2016-07-11T19:26:13Z,2016-07-11T20:51:19Z,2016-07-11T22:19:56Z,2016-07-11T22:25:57Z,1.4183,1.4769,0.1003,
BOOKKEEPER-940,2016-07-12T06:54:55Z,2016-07-14T10:40:58Z,2016-07-14T21:02:58Z,2016-07-14T21:03:02Z,51.7675,10.3667,0.0011,
BOOKKEEPER-941,2016-07-12T15:47:43Z,2016-07-13T06:37:35Z,2016-07-31T05:56:40Z,2016-07-31T05:56:52Z,14.8311,431.3181,0.0033,
BOOKKEEPER-942,2016-08-19T13:24:07Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-943,2016-08-24T07:46:30Z,2016-12-27T15:01:01Z,2017-01-11T06:41:35Z,2017-01-11T06:41:32Z,3007.2419,351.6761,,negative_testing_duration
BOOKKEEPER-944,2016-08-26T17:48:59Z,2017-02-13T22:05:04Z,2017-06-05T18:31:14Z,2017-06-05T18:31:06Z,4108.2681,2684.4361,,negative_testing_duration
BOOKKEEPER-945,2016-08-26T19:08:30Z,2016-08-29T20:29:18Z,2016-09-10T19:01:46Z,2017-06-22T00:37:00Z,73.3467,286.5411,6821.5872,
BOOKKEEPER-946,2016-08-26T19:17:49Z,2016-09-14T23:01:30Z,2016-12-17T01:44:41Z,2016-12-17T01:44:36Z,459.7281,2234.7197,,negative_testing_duration
BOOKKEEPER-947,2016-08-31T14:17:39Z,,,2017-10-09T09:20:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-948,2016-09-23T20:01:14Z,2016-09-28T22:22:28Z,2016-11-29T23:02:45Z,2016-11-29T23:03:07Z,122.3539,1488.6714,0.0061,
BOOKKEEPER-949,2016-09-28T16:28:11Z,2016-12-28T18:56:40Z,2017-01-30T22:25:18Z,2017-01-30T22:25:15Z,2186.4747,795.4772,,negative_testing_duration
BOOKKEEPER-950,2016-10-05T23:27:18Z,2016-12-14T19:41:44Z,2017-03-28T20:35:45Z,2017-03-28T20:35:43Z,1676.2406,2496.9003,,negative_testing_duration
BOOKKEEPER-951,2016-10-14T00:23:13Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-952,2016-10-14T05:36:23Z,2016-10-14T05:37:07Z,2016-10-20T17:38:52Z,2016-10-20T17:38:53Z,0.0122,156.0292,0.0003,
BOOKKEEPER-953,2016-10-16T19:29:01Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-954,2016-10-19T10:29:41Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-955,2016-10-19T21:33:04Z,2016-10-19T21:47:08Z,2016-11-29T23:07:59Z,2016-11-29T23:07:57Z,0.2344,985.3475,,negative_testing_duration
BOOKKEEPER-956,2016-10-19T21:57:16Z,2016-10-19T22:10:44Z,2016-11-09T02:09:07Z,2016-11-09T02:09:10Z,0.2244,483.9731,0.0008,
BOOKKEEPER-957,2016-10-19T22:31:59Z,2016-10-19T23:16:32Z,2016-11-09T07:45:12Z,2016-11-09T07:48:49Z,0.7425,488.4778,0.0603,
BOOKKEEPER-958,2016-10-19T23:23:54Z,2016-10-19T23:55:38Z,2016-11-09T07:49:38Z,2016-11-09T07:49:43Z,0.5289,487.9000,0.0014,
BOOKKEEPER-959,2016-10-20T12:11:16Z,2016-10-20T14:22:30Z,2017-02-16T14:25:33Z,2017-01-31T01:22:32Z,2.1872,2856.0508,,negative_testing_duration
BOOKKEEPER-960,2016-10-31T05:41:31Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-961,2016-11-02T20:31:25Z,2016-11-02T20:46:12Z,2016-11-12T02:35:45Z,2016-11-12T02:36:32Z,0.2464,221.8258,0.0131,
BOOKKEEPER-962,2016-11-02T20:50:00Z,2016-11-02T20:51:27Z,2016-11-12T02:37:55Z,2016-11-12T02:38:08Z,0.0242,221.7744,0.0036,
BOOKKEEPER-963,2016-11-02T20:52:39Z,2016-11-02T20:55:04Z,2017-03-23T17:30:43Z,2017-03-22T21:59:39Z,0.0403,3380.5942,,negative_testing_duration
BOOKKEEPER-964,2016-11-02T21:07:17Z,2016-11-02T21:10:17Z,2016-12-21T18:40:45Z,2016-12-21T18:40:42Z,0.0500,1173.5078,,negative_testing_duration
BOOKKEEPER-965,2016-11-08T15:25:53Z,2016-11-08T16:21:11Z,2016-11-17T23:18:52Z,2016-11-17T23:32:57Z,0.9217,222.9614,0.2347,
BOOKKEEPER-966,2016-11-09T07:43:28Z,2016-11-09T09:44:15Z,2016-12-17T01:45:26Z,2016-12-17T01:45:24Z,2.0131,904.0197,,negative_testing_duration
BOOKKEEPER-967,2016-11-10T20:00:46Z,2016-11-30T21:27:35Z,2016-12-17T01:42:34Z,2016-12-17T01:42:31Z,481.4469,388.2497,,negative_testing_duration
BOOKKEEPER-968,2016-11-11T08:08:22Z,2016-11-11T08:14:24Z,2017-01-31T01:11:50Z,2017-01-31T01:11:47Z,0.1006,1936.9572,,negative_testing_duration
BOOKKEEPER-969,2016-11-11T20:45:24Z,,,2017-08-02T08:48:12Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-970,2016-11-19T01:09:08Z,2016-11-19T01:10:06Z,2017-03-23T14:59:18Z,2017-03-23T14:59:15Z,0.0161,2989.8200,,negative_testing_duration
BOOKKEEPER-971,2016-11-23T01:34:01Z,2016-11-25T06:57:07Z,2016-12-17T01:43:52Z,2016-12-17T01:43:51Z,53.3850,522.7792,,negative_testing_duration
BOOKKEEPER-972,2016-11-23T02:09:53Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-973,2016-11-23T02:10:20Z,,,2016-11-23T04:37:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-974,2016-11-23T02:12:20Z,2017-06-21T09:51:49Z,2017-08-01T07:36:25Z,2017-08-01T07:36:25Z,5047.6581,981.7433,0.0000,
BOOKKEEPER-975,2016-11-25T03:29:43Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-976,2016-11-25T13:21:04Z,2016-11-25T13:23:41Z,2016-11-29T23:19:22Z,2016-11-29T23:19:22Z,0.0436,105.9281,0.0000,
BOOKKEEPER-977,2016-11-28T19:39:26Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-978,2016-11-28T19:53:25Z,,,2017-06-22T00:21:45Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-979,2016-11-28T20:49:30Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-980,2016-11-29T18:44:28Z,2017-07-18T00:25:55Z,2017-07-18T08:47:58Z,2017-07-18T08:48:50Z,5525.6908,8.3675,0.0144,
BOOKKEEPER-981,2016-12-06T10:25:17Z,,,2017-07-17T21:31:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-982,2016-12-07T11:25:57Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-983,2016-12-09T23:22:54Z,2016-12-13T02:37:19Z,2016-12-21T00:43:08Z,2016-12-21T00:45:07Z,75.2403,190.0969,0.0331,
BOOKKEEPER-984,2016-12-10T00:38:26Z,2016-12-13T07:47:00Z,2016-12-17T01:39:58Z,2016-12-17T01:39:58Z,79.1428,89.8828,0.0000,
BOOKKEEPER-985,2016-12-13T10:08:08Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-986,2016-12-13T19:21:17Z,2016-12-13T21:03:11Z,2016-12-21T00:49:09Z,2016-12-21T00:49:22Z,1.6983,171.7661,0.0036,
BOOKKEEPER-987,2016-12-16T16:07:26Z,2016-12-16T16:10:13Z,2016-12-17T01:40:40Z,2016-12-17T01:40:35Z,0.0464,9.5075,,negative_testing_duration
BOOKKEEPER-988,2016-12-18T16:21:23Z,2016-12-18T16:22:45Z,2016-12-20T21:43:27Z,2016-12-20T21:43:26Z,0.0228,53.3450,,negative_testing_duration
BOOKKEEPER-989,2016-12-20T22:00:51Z,2017-05-26T17:05:46Z,2017-06-01T20:59:59Z,2017-06-01T21:00:00Z,3763.0819,147.9036,0.0003,
BOOKKEEPER-990,2016-12-20T22:02:09Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-991,2016-12-28T21:41:52Z,2016-12-28T22:05:21Z,2017-01-11T06:38:09Z,2017-01-11T06:38:09Z,0.3914,320.5467,0.0000,
BOOKKEEPER-992,2016-12-29T00:49:08Z,2016-12-29T00:55:07Z,2017-01-11T06:35:14Z,2017-07-25T00:23:33Z,0.0997,317.6686,4673.8053,
BOOKKEEPER-995,2017-01-26T00:26:55Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-996,2017-01-31T03:01:10Z,2017-01-31T03:05:00Z,2017-01-31T21:45:52Z,2017-01-31T21:45:49Z,0.0639,18.6811,,negative_testing_duration
BOOKKEEPER-997,2017-01-31T22:14:07Z,2017-04-04T01:29:18Z,2017-04-11T18:20:46Z,2017-04-11T18:20:43Z,1491.2531,184.8578,,negative_testing_duration
BOOKKEEPER-998,2017-02-06T22:27:44Z,2017-02-06T22:58:32Z,2017-03-22T23:48:22Z,2017-03-22T23:48:21Z,0.5133,1056.8306,,negative_testing_duration
BOOKKEEPER-999,2017-02-08T14:44:49Z,2017-02-08T14:46:45Z,2017-03-22T23:52:09Z,2017-03-22T23:52:02Z,0.0322,1017.0900,,negative_testing_duration
BOOKKEEPER-1000,2017-02-08T16:13:42Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1001,2017-02-10T10:31:48Z,2017-02-10T12:02:41Z,2017-03-23T14:58:23Z,2017-03-23T14:58:19Z,1.5147,986.9283,,negative_testing_duration
BOOKKEEPER-1002,2017-02-10T17:03:06Z,,,2017-04-11T18:18:02Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1003,2017-02-10T17:16:13Z,2017-02-10T22:49:31Z,2017-03-22T23:54:57Z,2017-03-22T23:54:53Z,5.5550,961.0906,,negative_testing_duration
BOOKKEEPER-1004,2017-02-13T23:15:45Z,2017-02-14T18:09:07Z,2017-03-28T20:39:36Z,2017-03-28T20:39:34Z,18.8894,1010.5081,,negative_testing_duration
BOOKKEEPER-1005,2017-02-14T02:35:30Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1006,2017-02-14T21:20:23Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1007,2017-02-16T12:16:36Z,2017-02-17T14:22:43Z,2017-03-23T00:00:15Z,2017-03-23T00:00:09Z,26.1019,801.6256,,negative_testing_duration
BOOKKEEPER-1008,2017-02-22T16:38:22Z,2017-03-14T09:30:41Z,2017-05-15T23:31:44Z,2017-05-15T17:56:12Z,472.8719,1502.0175,,negative_testing_duration
BOOKKEEPER-1009,2017-02-27T22:57:41Z,2017-03-03T23:49:41Z,2017-03-22T21:55:03Z,2017-02-28T17:03:32Z,96.8667,454.0894,,negative_testing_duration
BOOKKEEPER-1010,2017-03-16T17:58:01Z,2017-03-17T22:19:53Z,2017-05-26T22:57:28Z,2017-05-26T14:53:13Z,28.3644,1680.6264,,negative_testing_duration
BOOKKEEPER-1011,2017-03-20T15:29:25Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1012,2017-03-21T07:49:55Z,,,2017-07-26T11:04:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1013,2017-03-23T03:06:29Z,2017-03-23T03:52:54Z,2017-03-23T14:55:28Z,2017-03-23T14:55:25Z,0.7736,11.0428,,negative_testing_duration
BOOKKEEPER-1014,2017-03-23T15:46:15Z,,,2017-10-06T09:06:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1015,2017-03-23T17:31:08Z,2017-03-27T18:54:16Z,2017-03-27T18:57:11Z,2017-03-23T18:09:30Z,97.3856,0.0486,,negative_testing_duration
BOOKKEEPER-1016,2017-03-24T11:24:57Z,,,2017-08-02T08:49:54Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1017,2017-03-24T11:26:35Z,2017-06-09T15:37:06Z,2017-07-26T09:07:06Z,2017-07-28T00:05:31Z,1852.1753,1121.5000,38.9736,
BOOKKEEPER-1018,2017-03-27T19:13:25Z,2017-03-29T00:06:08Z,2017-04-15T11:59:11Z,2017-04-03T19:34:09Z,28.8786,419.8842,,negative_testing_duration
BOOKKEEPER-1019,2017-03-28T14:21:08Z,2017-03-31T13:21:33Z,2017-05-02T20:07:56Z,2017-05-22T14:54:57Z,71.0069,774.7731,474.7836,
BOOKKEEPER-1020,2017-04-01T07:35:54Z,2017-04-03T14:48:24Z,2017-04-03T16:58:01Z,2017-04-03T16:58:39Z,55.2083,2.1603,0.0106,
BOOKKEEPER-1021,2017-04-03T19:13:59Z,2017-04-03T20:38:08Z,2017-04-11T06:28:54Z,2017-05-26T12:53:23Z,1.4025,177.8461,1086.4081,
BOOKKEEPER-1022,2017-04-06T12:30:39Z,2017-04-10T09:27:56Z,2017-04-11T18:19:39Z,2017-04-11T18:19:38Z,92.9547,32.8619,,negative_testing_duration
BOOKKEEPER-1023,2017-04-06T22:31:32Z,,,2017-10-06T09:02:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1024,2017-04-06T23:10:57Z,,,2017-10-06T09:01:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1025,2017-04-06T23:14:56Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1026,2017-04-06T23:17:24Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1027,2017-04-07T15:18:49Z,2017-07-17T22:36:45Z,2017-07-20T13:24:52Z,2017-07-20T15:24:14Z,2431.2989,62.8019,1.9894,
BOOKKEEPER-1028,2017-04-08T04:11:08Z,2017-04-08T05:05:59Z,2017-07-07T03:11:37Z,2017-10-09T09:10:03Z,0.9142,2158.0939,2261.9739,
BOOKKEEPER-1029,2017-04-08T05:00:49Z,2017-04-08T05:05:59Z,2017-07-07T03:11:37Z,2017-10-06T08:45:38Z,0.0861,2158.0939,2189.5669,
BOOKKEEPER-1030,2017-04-10T08:16:08Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1031,2017-04-10T18:57:06Z,2017-04-10T19:26:20Z,2017-04-11T18:14:36Z,2017-04-11T18:14:35Z,0.4872,22.8044,,negative_testing_duration
BOOKKEEPER-1032,2017-04-11T19:19:25Z,,,2017-06-22T00:38:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1033,2017-04-11T23:07:03Z,2017-06-13T06:59:28Z,2017-07-07T06:20:09Z,2017-07-07T06:20:09Z,1495.8736,575.3447,0.0000,
BOOKKEEPER-1034,2017-04-12T00:19:16Z,2017-06-13T20:43:12Z,2017-06-28T21:24:14Z,2017-06-28T21:24:22Z,1508.3989,360.6839,0.0022,
BOOKKEEPER-1035,2017-04-12T19:35:42Z,,,2017-04-26T10:26:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1036,2017-04-12T19:36:33Z,,,2017-10-09T09:09:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1037,2017-04-14T14:57:56Z,,,2017-04-19T14:23:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-1038,2017-04-15T12:13:18Z,2017-04-18T15:04:13Z,2017-04-20T17:55:33Z,2017-04-20T17:55:33Z,74.8486,50.8556,0.0000,
BOOKKEEPER-1039,2017-04-18T15:16:01Z,2017-04-18T15:25:29Z,2017-04-18T17:59:50Z,2017-04-18T17:59:49Z,0.1578,2.5725,,negative_testing_duration
BOOKKEEPER-1040,2017-04-20T05:45:10Z,2017-11-06T20:30:24Z,2017-11-08T11:27:31Z,2017-11-08T11:27:31Z,4814.7539,38.9519,0.0000,
BOOKKEEPER-1041,2017-04-20T06:05:56Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1042,2017-04-22T11:15:51Z,2017-04-28T10:28:05Z,2017-05-01T19:55:56Z,2017-06-03T00:25:38Z,143.2039,81.4642,772.4950,
BOOKKEEPER-1043,2017-04-24T09:59:14Z,2017-04-24T10:01:33Z,2017-04-25T05:43:17Z,2017-04-25T05:44:20Z,0.0386,19.6956,0.0175,
BOOKKEEPER-1044,2017-04-25T00:08:16Z,2017-07-25T00:41:45Z,2017-07-25T09:04:42Z,2017-07-25T09:04:49Z,2184.5581,8.3825,0.0019,
BOOKKEEPER-1045,2017-05-04T00:38:24Z,2017-05-04T00:42:29Z,2017-05-04T08:28:08Z,2017-05-04T08:32:29Z,0.0681,7.7608,0.0725,
BOOKKEEPER-1046,2017-05-04T06:45:28Z,2017-05-04T06:48:31Z,2017-05-04T18:54:37Z,2017-05-04T20:39:48Z,0.0508,12.1017,1.7531,
BOOKKEEPER-1047,2017-05-04T17:21:31Z,2017-05-04T17:23:16Z,2017-05-04T18:59:08Z,2017-05-15T21:21:24Z,0.0292,1.5978,266.3711,
BOOKKEEPER-1048,2017-05-05T23:52:03Z,2017-05-05T23:54:55Z,2017-05-15T22:32:13Z,2017-05-15T22:32:13Z,0.0478,238.6217,0.0000,
BOOKKEEPER-1049,2017-05-08T13:10:53Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-1050,2017-05-09T17:16:35Z,2017-05-09T17:18:13Z,2017-05-09T20:25:17Z,2017-05-09T20:26:45Z,0.0272,3.1178,0.0244,
BOOKKEEPER-1051,2017-05-09T17:59:53Z,2017-05-09T18:01:27Z,2017-05-09T21:06:21Z,2017-05-09T21:06:26Z,0.0261,3.0817,0.0014,
