jira_key,dev_start_ts,review_start_ts,review_end_ts,testing_end_ts,dev_duration_hours,review_duration_hours,testing_duration_hours,exception_reason
BOOKKEEPER-257,2012-05-14T15:27:48Z,,,2013-07-03T14:53:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-258,2012-05-14T23:11:52Z,,,2012-05-26T17:17:46Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-259,2012-05-15T03:10:55Z,,,2012-08-06T11:02:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-260,2012-05-15T14:34:25Z,,,2012-05-25T15:14:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-261,2012-05-15T20:51:59Z,,,2012-06-28T18:31:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-262,2012-05-16T07:30:35Z,,,2012-12-13T17:06:27Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-263,2012-05-16T20:55:13Z,,,2012-05-24T05:13:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-264,2012-05-22T14:29:23Z,,,2012-10-22T14:47:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-265,2012-05-22T14:33:22Z,,,2012-05-25T14:39:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-266,2012-05-22T14:35:32Z,,,2012-05-25T13:31:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-267,2012-05-22T14:38:57Z,,,2012-05-24T03:54:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-268,2012-05-23T00:16:13Z,,,2017-10-09T09:51:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-269,2012-05-25T15:17:40Z,,,2012-05-29T20:48:14Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-270,2012-05-25T15:19:47Z,,,2012-05-29T21:03:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-271,2012-05-25T15:21:16Z,,,2012-05-29T21:13:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-272,2012-05-26T09:07:26Z,,,2012-08-27T16:03:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-275,2012-05-28T05:45:10Z,,,2017-10-09T09:50:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-273,2012-05-30T00:09:16Z,,,2012-05-30T15:14:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-274,2012-05-30T06:51:26Z,,,2012-06-12T16:37:47Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-276,2012-05-30T15:25:17Z,,,2017-10-09T09:49:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-277,2012-05-30T15:28:03Z,,,2013-11-15T14:57:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-278,2012-05-30T15:31:05Z,,,2012-10-04T10:42:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-279,2012-05-31T11:25:43Z,,,2012-06-05T06:57:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-280,2012-05-31T18:06:38Z,,,2012-06-29T16:44:19Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-281,2012-06-01T09:41:50Z,,,2012-06-05T06:22:17Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-282,2012-06-01T15:06:44Z,,,2012-09-27T17:43:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-283,2012-06-04T05:14:25Z,,,2012-08-17T13:57:16Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-284,2012-06-04T13:21:14Z,,,2013-11-10T22:42:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-285,2012-06-04T18:02:40Z,,,2012-06-05T10:12:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-286,2012-06-04T21:38:52Z,,,2012-06-05T11:21:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-287,2012-06-05T22:09:49Z,,,2012-06-06T16:38:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-288,2012-06-07T13:19:32Z,,,2012-06-07T14:19:02Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-289,2012-06-08T05:10:08Z,,,2012-06-12T15:38:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-290,2012-06-08T10:35:23Z,,,2012-06-08T13:24:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-291,2012-06-11T16:34:38Z,,,2012-12-03T09:55:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-292,2012-06-11T16:45:01Z,,,2012-06-19T10:58:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-293,2012-06-12T15:24:42Z,,,2013-01-04T10:36:06Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-294,2012-06-13T04:56:56Z,,,2012-07-05T13:10:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-295,2012-06-14T09:43:32Z,,,2012-06-15T15:32:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-296,2012-06-14T09:47:43Z,,,2012-08-17T09:16:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-297,2012-06-14T13:11:20Z,,,2012-06-15T15:33:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-298,2012-06-14T13:30:34Z,,,2012-06-18T14:55:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-299,2012-06-18T14:08:08Z,,,2012-08-19T09:40:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-300,2012-06-19T06:30:29Z,,,2012-09-07T05:05:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-301,2012-06-20T06:30:25Z,,,2017-10-09T09:49:46Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-302,2012-06-20T08:48:49Z,,,2012-06-28T17:22:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-303,2012-06-20T09:32:39Z,,,2012-06-27T13:35:40Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-304,2012-06-20T11:01:16Z,,,2012-08-27T14:58:16Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-305,2012-06-20T11:56:45Z,,,2012-08-22T11:45:16Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-306,2012-06-21T12:20:48Z,,,2012-07-16T10:36:20Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-307,2012-06-21T16:34:24Z,,,2012-06-27T05:11:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-308,2012-06-21T20:47:55Z,,,2014-03-10T02:19:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-309,2012-06-21T20:51:00Z,,,2012-07-30T15:22:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-310,2012-06-21T20:57:20Z,,,2012-07-30T15:22:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-311,2012-06-21T21:07:45Z,,,2012-07-30T15:23:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-312,2012-06-21T21:13:26Z,,,2013-01-31T18:33:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-313,2012-06-23T07:37:33Z,,,2013-06-21T17:34:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-314,2012-06-24T13:33:50Z,,,2017-10-09T09:49:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-315,2012-06-25T13:32:38Z,,,2012-10-05T14:27:40Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-317,2012-06-25T18:04:48Z,,,2012-07-26T03:01:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-318,2012-06-26T06:55:45Z,,,2012-07-05T05:11:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-319,2012-06-26T08:26:06Z,,,2012-10-04T16:32:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-320,2012-06-27T05:43:51Z,,,2012-07-04T13:44:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-321,2012-06-27T09:26:09Z,,,2012-12-03T09:24:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-322,2012-06-27T14:09:24Z,,,2012-06-28T17:33:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-323,2012-06-28T18:31:29Z,,,2016-03-16T04:21:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-324,2012-07-03T10:35:14Z,,,2012-07-04T14:18:07Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-325,2012-07-03T13:53:08Z,,,2012-09-12T18:36:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-326,2012-07-04T04:38:34Z,,,2012-08-13T09:39:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-327,2012-07-05T18:04:20Z,,,2012-07-24T17:03:58Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-328,2012-07-06T15:41:49Z,,,2012-07-09T02:11:06Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-329,2012-07-09T02:32:39Z,,,2012-07-11T17:25:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-330,2012-07-09T06:45:05Z,,,2012-07-26T03:23:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-331,2012-07-09T07:40:15Z,,,2012-07-30T15:25:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-332,2012-07-09T08:58:52Z,,,2012-08-17T15:33:12Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-333,2012-07-09T09:00:09Z,,,2012-08-27T17:22:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-334,2012-07-09T09:00:45Z,,,2012-09-03T15:15:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-335,2012-07-09T09:01:04Z,,,2012-09-03T15:28:01Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-336,2012-07-10T04:49:01Z,,,2012-12-13T12:08:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-337,2012-07-11T14:03:38Z,,,2012-08-28T08:52:13Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-338,2012-07-12T10:02:33Z,,,2012-08-17T09:59:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-339,2012-07-15T14:40:01Z,,,2012-08-06T10:11:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-340,2012-07-15T14:47:40Z,,,2012-08-06T14:19:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-341,2012-07-15T15:26:56Z,,,2012-12-13T17:13:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-342,2012-07-15T15:27:29Z,,,2012-12-18T05:52:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-343,2012-07-16T14:24:40Z,,,2012-08-03T17:42:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-344,2012-07-17T08:54:59Z,,,2012-08-23T04:13:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-345,2012-07-17T08:59:21Z,,,2012-10-18T14:41:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-346,2012-07-17T09:02:18Z,,,2012-10-26T10:52:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-347,2012-07-17T09:04:07Z,,,2012-12-03T16:59:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-348,2012-07-22T01:58:35Z,,,2017-10-09T09:49:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-349,2012-07-23T06:33:40Z,,,2012-07-26T02:33:46Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-350,2012-07-23T11:04:34Z,,,2016-03-16T04:22:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-351,2012-07-23T21:14:35Z,,,2012-12-03T05:24:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-352,2012-07-26T06:58:53Z,,,2012-07-27T13:52:55Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-353,2012-07-27T10:16:37Z,,,2012-07-27T13:27:27Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-354,2012-08-07T06:00:58Z,,,2012-08-21T09:41:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-355,2012-08-08T10:02:04Z,,,2013-01-07T11:25:54Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-356,2012-08-09T08:17:49Z,,,2012-08-25T17:42:11Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-361,2012-08-09T14:10:22Z,,,2012-08-25T17:43:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-362,2012-08-13T23:15:55Z,,,2016-03-16T04:21:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-363,2012-08-14T07:00:34Z,,,2014-03-07T17:42:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-364,2012-08-14T13:57:33Z,,,2012-09-26T23:55:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-365,2012-08-14T14:09:04Z,,,2012-12-13T11:33:40Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-366,2012-08-16T12:46:50Z,,,2012-10-30T10:49:27Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-367,2012-08-16T12:48:39Z,,,2012-10-04T15:01:55Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-368,2012-08-16T12:49:51Z,,,2012-11-02T16:16:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-369,2012-08-16T12:51:27Z,,,2012-10-18T11:05:19Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-370,2012-08-16T12:52:13Z,,,2012-11-02T20:48:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-371,2012-08-17T10:42:02Z,,,2012-08-28T12:54:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-372,2012-08-17T14:02:05Z,,,2012-08-17T16:26:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-373,2012-08-19T03:18:40Z,,,2012-12-17T05:23:06Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-374,2012-08-19T08:35:40Z,,,2012-08-20T16:20:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-375,2012-08-22T11:54:06Z,,,2012-12-17T14:42:58Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-376,2012-08-22T18:32:57Z,,,2012-08-28T12:26:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-377,2012-08-23T04:29:25Z,,,2017-10-09T09:48:09Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-378,2012-08-23T10:33:49Z,,,2012-08-24T20:00:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-379,2012-08-24T06:06:14Z,,,2016-03-16T04:21:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-380,2012-08-24T13:55:43Z,,,2012-08-27T10:10:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-381,2012-08-25T08:46:03Z,,,2012-08-27T12:44:25Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-382,2012-08-25T09:08:43Z,,,2012-08-27T13:16:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-383,2012-08-27T13:28:58Z,,,2012-09-07T13:24:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-384,2012-08-30T09:06:48Z,,,2012-08-31T13:26:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-385,2012-08-31T15:35:25Z,,,2012-09-03T16:55:22Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-386,2012-08-31T15:37:08Z,,,2012-09-04T08:39:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-387,2012-09-04T09:27:35Z,,,2012-09-07T05:27:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-388,2012-09-04T10:45:59Z,,,2012-09-21T15:48:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-389,2012-09-04T13:11:54Z,,,2012-11-30T15:29:30Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-390,2012-09-04T17:00:33Z,2016-11-09T16:19:29Z,2017-03-28T20:40:49Z,2017-03-28T20:40:47Z,36647.3156,3340.3556,,negative_testing_duration
BOOKKEEPER-391,2012-09-04T17:11:11Z,2016-11-25T16:20:28Z,2017-05-25T11:31:34Z,2017-05-25T11:32:52Z,37031.1547,4339.1850,0.0217,
BOOKKEEPER-392,2012-09-04T19:25:36Z,,,2012-09-13T13:53:19Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-393,2012-09-04T20:19:40Z,,,2016-03-16T04:22:28Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-394,2012-09-04T20:52:01Z,,,2012-09-07T03:13:29Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-395,2012-09-06T23:43:25Z,,,2012-09-07T05:13:35Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-396,2012-09-07T16:25:01Z,,,2012-09-11T08:31:52Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-397,2012-09-10T20:50:25Z,,,2012-09-26T11:05:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-398,2012-09-10T23:00:53Z,,,2014-08-25T17:43:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-399,2012-09-11T09:21:47Z,,,2012-12-03T21:43:11Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-400,2012-09-11T20:55:09Z,,,2012-09-14T09:56:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-401,2012-09-11T21:32:50Z,,,2012-09-14T09:56:12Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-402,2012-09-12T00:22:29Z,,,2012-09-19T10:20:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-403,2012-09-13T00:18:04Z,,,2012-09-14T09:55:18Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-404,2012-09-13T09:33:28Z,,,2012-12-13T06:27:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-405,2012-09-14T20:51:09Z,,,2012-09-19T11:04:21Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-406,2012-09-14T23:28:40Z,,,2016-03-16T04:21:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-407,2012-09-15T08:14:51Z,,,2012-10-10T07:04:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-408,2012-09-17T09:28:39Z,,,2012-12-13T17:34:35Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-409,2012-09-20T13:16:50Z,,,2013-01-03T10:06:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-410,2012-09-20T16:32:26Z,,,2012-12-17T05:11:19Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-411,2012-09-23T12:36:07Z,,,2012-10-22T11:05:56Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-412,2012-09-23T13:38:46Z,,,2017-10-09T09:47:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-413,2012-10-01T13:38:03Z,,,2012-10-10T10:10:51Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-414,2012-10-01T13:40:35Z,,,2017-10-09T09:47:43Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-415,2012-10-04T15:00:00Z,,,2012-10-10T09:46:29Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-416,2012-10-04T17:22:16Z,,,2012-10-25T14:51:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-417,2012-10-04T17:25:55Z,,,2012-10-16T15:02:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-418,2012-10-04T17:27:44Z,,,2012-10-10T10:30:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-419,2012-10-04T17:31:31Z,,,2013-01-14T14:47:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-420,2012-10-05T06:26:14Z,,,2012-12-03T09:57:24Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-421,2012-10-05T17:20:31Z,,,2017-10-06T08:37:05Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-422,2012-10-07T03:08:52Z,,,2012-10-17T09:21:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-423,2012-10-07T06:20:35Z,,,2016-03-16T04:21:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-424,2012-10-07T08:46:52Z,,,2012-10-25T13:36:44Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-425,2012-10-09T08:23:14Z,,,2012-10-26T14:27:54Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-426,2012-10-09T08:36:24Z,,,2012-12-14T10:19:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-427,2012-10-09T09:39:33Z,,,2012-10-23T13:24:00Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-428,2012-10-10T03:08:09Z,,,2012-12-14T19:27:48Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-429,2012-10-11T07:27:58Z,,,2014-01-21T04:05:37Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-430,2012-10-12T15:28:17Z,,,2012-10-31T10:41:53Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-431,2012-10-12T15:50:46Z,,,2012-12-08T10:19:39Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-432,2012-10-13T00:55:06Z,,,2014-03-12T20:27:59Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-433,2012-10-15T09:42:15Z,,,2016-03-16T04:21:03Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-434,2012-10-15T10:22:11Z,,,2012-10-31T17:19:07Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-435,2012-10-15T12:54:10Z,,,2012-10-22T10:15:26Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-436,2012-10-16T17:38:19Z,,,2012-10-16T21:21:32Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-437,2012-10-16T21:53:07Z,,,2012-10-17T11:12:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-438,2012-10-17T03:28:31Z,,,2015-12-02T07:40:23Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-439,2012-10-19T10:08:27Z,,,2012-10-26T13:17:45Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-440,2012-10-23T10:22:38Z,,,2012-11-26T17:51:07Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-441,2012-10-24T16:37:10Z,,,2012-10-26T10:13:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-442,2012-10-25T05:10:57Z,,,2012-12-03T15:28:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-443,2012-10-25T06:46:09Z,,,2013-08-29T07:58:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-444,2012-10-25T15:01:26Z,,,2012-11-07T16:28:10Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-445,2012-10-27T14:47:39Z,,,2012-11-22T17:28:08Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-446,2012-10-29T08:32:02Z,,,2013-09-10T13:15:15Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-447,2012-10-30T01:30:46Z,,,2012-12-24T05:23:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-448,2012-10-31T07:26:28Z,,,2017-10-09T09:47:31Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-449,2012-10-31T07:33:42Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-450,2012-10-31T07:47:38Z,,,,,,,missing_review_start;missing_review_end;missing_testing_end
BOOKKEEPER-451,2012-11-01T04:02:08Z,,,2013-07-06T20:49:55Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-452,2012-11-02T16:21:21Z,,,2012-11-07T11:00:36Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-453,2012-11-02T16:24:20Z,,,2012-12-07T11:22:38Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-454,2012-11-02T20:42:50Z,,,2012-11-22T17:36:49Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-455,2012-11-04T06:35:35Z,,,2012-11-10T00:51:58Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-456,2012-11-04T12:41:27Z,,,2012-11-09T13:22:04Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-457,2012-11-06T06:51:54Z,,,2012-11-29T14:20:42Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-458,2012-11-06T14:37:32Z,,,2012-12-13T11:52:50Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-459,2012-11-09T16:15:13Z,,,2012-12-03T13:55:57Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-460,2012-11-10T10:51:55Z,,,2012-11-26T15:43:33Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-461,2012-11-11T14:39:41Z,,,2012-12-04T17:56:12Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-462,2012-11-12T06:21:48Z,,,2013-01-12T07:11:55Z,,,,missing_review_start;missing_review_end
BOOKKEEPER-463,2012-11-12T12:39:29Z,,,2012-12-24T04:51:17Z,,,,missing_review_start;missing_review_end
